"date","close","volume","open","high","low"
"2016/11/07","49.5200","1281724.0000","48.8900","50.0000","48.8900"
"2016/11/04","48.6200","1770249.0000","48.6200","49.2200","48.5000"
"2016/11/03","48.7700","1336938.0000","48.9600","49.4300","48.4800"
"2016/11/02","49.0000","1840274.0000","48.2400","49.1000","48.1900"
"2016/11/01","48.4700","2236041.0000","49.1300","49.4800","48.2500"
"2016/10/31","49.0900","3414274.0000","49.0000","49.4900","48.8150"
"2016/10/28","48.8700","3822966.0000","48.1100","49.1650","47.9900"
"2016/10/27","48.3300","7038115.0000","49.4200","49.7500","48.0400"
"2016/10/26","46.7200","1655733.0000","46.8500","47.3500","46.6400"
"2016/10/25","46.9900","1515104.0000","47.7300","47.9400","46.8300"
"2016/10/24","47.9400","1016332.0000","47.6000","48.1000","47.4700"
"2016/10/21","47.2400","971353.0000","47.4600","47.6200","47.0800"
"2016/10/20","47.7000","1080203.0000","47.4600","47.8400","47.4300"
"2016/10/19","47.7100","1249518.0000","47.5500","48.0400","47.5200"
"2016/10/18","47.6800","1506618.0000","47.5500","47.8000","47.0000"
"2016/10/17","47.3900","1350811.0000","47.2600","47.6600","47.0300"
"2016/10/14","47.2400","1530378.0000","47.2300","47.6100","46.9900"
"2016/10/13","47.1300","1342567.0000","46.9000","47.4500","46.6350"
"2016/10/12","47.1100","1642190.0000","46.9590","47.4500","46.7600"
"2016/10/11","47.1400","1753340.0000","47.1600","47.7300","46.9600"
"2016/10/10","47.5200","1521169.0000","48.0700","48.4000","47.3500"
"2016/10/07","48.0700","986468.0000","48.3900","48.4700","47.9400"
"2016/10/06","48.3900","1442336.0000","48.4700","48.5700","47.9700"
"2016/10/05","48.4700","1858186.0000","47.7400","48.8600","47.5000"
"2016/10/04","47.8600","1681862.0000","47.8300","48.0000","47.6200"
"2016/10/03","47.9300","1500267.0000","47.6300","48.0500","47.5900"
"2016/09/30","47.8000","1730377.0000","47.7800","48.1000","47.5600"
"2016/09/29","47.5700","1659201.0000","47.6100","47.9300","47.5100"
"2016/09/28","47.8600","2249172.0000","47.8800","48.1100","47.5300"
"2016/09/27","47.7900","2759074.0000","47.7800","47.9780","47.6450"
"2016/09/26","47.8900","2342018.0000","47.7200","48.0600","47.6800"
